family,variant,title,accession,length,brazil_filter,recent_filter
mcr-1,,"TPA_asm: Escherichia coli isolate E.coli, whole genome shotgun sequencing project",DADEWI000000000.1,176,False,False
mcr-1,,"TPA_asm: Escherichia coli strain P/16/10003 isolate P/16/10003, whole genome shotgun sequencing project",DADEPU000000000.1,162,False,False
mcr-1,,"TPA_asm: Escherichia coli strain U14_1000_3 isolate U14_1000_3, whole genome shotgun sequencing project",DADEOV000000000.1,109,False,False
mcr-1,,"TPA_asm: Escherichia coli strain U14_0810 isolate U14_0810, whole genome shotgun sequencing project",DADEOP000000000.1,113,False,False
mcr-1,,"TPA_asm: Escherichia coli strain U14_0857 isolate U14_0857, whole genome shotgun sequencing project",DADEOL000000000.1,117,False,False
mcr-1,,"TPA_asm: Escherichia coli strain U16-0015X isolate U16-0015X, whole genome shotgun sequencing project",DADENS000000000.1,102,False,False
mcr-1,,"TPA_asm: Escherichia coli strain U16-0081X isolate U16-0081X, whole genome shotgun sequencing project",DADEMW000000000.1,74,False,False
mcr-1,,"TPA_asm: Escherichia coli strain U16-0251X isolate U16-0251X, whole genome shotgun sequencing project",DADEMI000000000.1,106,False,False
mcr-1,,"TPA_asm: Escherichia coli strain U16-0313 isolate U16-0313, whole genome shotgun sequencing project",DADEMG000000000.1,136,False,False
mcr-1,,"TPA_asm: Escherichia coli strain U16-0272 isolate U16-0272, whole genome shotgun sequencing project",DADEMA000000000.1,153,False,False
mcr-1,,"Salmonella enterica strain SAUVM 10 phosphoethanolamine--lipid A transferase MCR-1.1 (mcr-1) gene, mcr-1.1 allele, complete cds",MN873698.1,1626,False,False
mcr-1,,"Salmonella enterica strain SAUVM 9 phosphoethanolamine--lipid A transferase MCR-1.23 (mcr-1) gene, mcr-1.23 allele, complete cds",MN873697.1,1626,False,False
mcr-1,,"Salmonella enterica strain SAUVM 8 phosphoethanolamine--lipid A transferase MCR-1.1 (mcr-1) gene, mcr-1.1 allele, complete cds",MN873696.1,1626,False,False
mcr-1,,"Salmonella enterica strain SAUVM 7 phosphoethanolamine--lipid A transferase MCR-1.1 (mcr-1) gene, mcr-1.1 allele, complete cds",MN873695.1,1626,False,False
mcr-1,,"Salmonella enterica subsp. enterica serovar Enteritidis strain SAUVM 6 phosphoethanolamine--lipid A transferase MCR-1.1 (mcr-1) gene, mcr-1.1 allele, ",MN873694.1,1626,False,False
mcr-1,,"Salmonella enterica subsp. enterica serovar Indiana strain S530 chromosome, complete genome",CP061118.1,5059260,False,False
mcr-1,,"TPA_asm: Escherichia coli strain F2, whole genome shotgun sequencing project",DACACR000000000.1,117,False,False
mcr-1,,"TPA_asm: Escherichia coli strain F1, whole genome shotgun sequencing project",DACACQ000000000.1,155,False,False
mcr-1,,"Uncultured bacterium clone A4 MCR-1 family phosphoethanolamine--lipid A transferase (mcr-1) gene, partial cds",PV833299.1,213,False,True
mcr-1,,"Uncultured bacterium clone A3 MCR-1 family phosphoethanolamine--lipid A transferase (mcr-1) gene, partial cds",PV833298.1,210,False,True
mcr-1,,"Uncultured bacterium clone A2 MCR-1 family phosphoethanolamine--lipid A transferase (mcr-1) gene, partial cds",PV833297.1,216,False,True
mcr-1,,"Uncultured bacterium clone A1 MCR-1 family phosphoethanolamine--lipid A transferase (mcr-1) gene, partial cds",PV833296.1,201,False,True
mcr-1,,"Escherichia coli IHIT23707 mcr-1 gene for phosphoethanolamine--lipid A transferase MCR-1.37, complete CDS",NG_242325.1,1626,False,True
blaCTX-M,,"Escherichia coli isolate 2026DU-00101, whole genome shotgun sequencing project",ACCYPR000000000.1,158,False,False
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae strain uvzsr-PT_26_00018-C08-AR_26_00001606, whole genome shotgun sequencing project",DBNFKP000000000.1,230,False,False
blaCTX-M,,"Escherichia coli isolate 2026BB-00076, whole genome shotgun sequencing project",ACCXUF000000000.1,104,False,False
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae isolate INT_CRE_305, whole genome shotgun sequencing project",DBNEVZ000000000.1,129,False,False
blaCTX-M,,"Shigella sonnei strain 01916879, whole genome shotgun sequencing project",ACCXFB000000000.1,451,False,False
blaCTX-M,,"Klebsiella pneumoniae strain 2026HL-01192 isolate IDR2600015825-01-00, whole genome shotgun sequencing project",ACCWWY000000000.1,201,False,False
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae strain CRE091, whole genome shotgun sequencing project",DBNDST000000000.1,135,False,False
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae strain CRE187, whole genome shotgun sequencing project",DBNDRP000000000.1,158,False,False
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae strain CRE164, whole genome shotgun sequencing project",DBNDQQ000000000.1,111,False,False
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae strain CRE130, whole genome shotgun sequencing project",DBNDQH000000000.1,176,False,False
blaCTX-M,,"Salmonella enterica subsp. enterica serovar Infantis strain FSIS32614886, whole genome shotgun sequencing project",ACCVQR000000000.1,60,False,False
blaCTX-M,,"Shigella flexneri strain 01663717, whole genome shotgun sequencing project",ACCUSH000000000.1,421,False,False
blaCTX-M,,"Shigella flexneri strain PNUSAE223599, whole genome shotgun sequencing project",ACCTCL000000000.1,356,False,False
blaCTX-M,,"Escherichia coli strain PNUSAE223373, whole genome shotgun sequencing project",ACCSSC000000000.1,399,False,False
blaCTX-M,,"Escherichia coli isolate 2026GH-00011, whole genome shotgun sequencing project",ACCSJD000000000.1,111,False,False
blaCTX-M,,"Shigella flexneri strain PNUSAE223338, whole genome shotgun sequencing project",ACCSJH000000000.1,374,False,False
blaCTX-M,,"Klebsiella pneumoniae strain 2026GO-00109, whole genome shotgun sequencing project",ACCRQA000000000.1,88,False,False
blaCTX-M,,"Klebsiella pneumoniae subsp. pneumoniae KP4 blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-285, complete CDS",NG_246037.1,876,False,False
blaCTX-M,,"Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:- 3018683606 unknown blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-261, co",NG_203384.1,876,False,False
blaCTX-M,,"Klebsiella oxytoca NMI2990_17 blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-251, complete CDS",NG_078045.1,876,False,False
blaCTX-M,,"Escherichia coli HZ715 unknown blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-234, complete CDS",NG_068168.1,876,False,False
blaCTX-M,,"Escherichia coli HZ4510 unknown blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-153, complete CDS",NG_068167.1,876,False,False
blaCTX-M,,"Escherichia coli 275 unknown blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-225, complete CDS",NG_064720.1,1048,False,False
blaCTX-M,,"Escherichia coli ESBL 23.02 unknown blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-222, complete CDS",NG_061609.1,876,False,False
blaCTX-M,,"Escherichia coli ZZEC22 unknown blaCTX-M gene for inhibitor-resistant class A beta-lactamase CTX-M-178, complete CDS",NG_056408.1,876,False,False
blaCTX-M,,"Escherichia coli eco2865 unknown blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-67, complete CDS",NG_049018.1,876,False,False
blaCTX-M,,"Klebsiella pneumoniae unknown blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-52, complete CDS",NG_049003.1,909,False,False
blaCTX-M,KPN52,"Klebsiella pneumoniae Kpn52 unknown blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-50, complete CDS",NG_049001.1,963,False,False
blaCTX-M,KPN247,"Klebsiella pneumoniae Kpn247 unknown blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-49, complete CDS",NG_048999.1,962,False,False
blaCTX-M,KPN9,"Klebsiella pneumoniae Kpn9 unknown blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-48, complete CDS",NG_048998.1,962,False,False
blaCTX-M,ECO182,"Escherichia coli Eco182 unknown blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-47, complete CDS",NG_048997.1,963,False,False
blaCTX-M,KPN301,"Klebsiella pneumoniae Kpn301 unknown blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-46, complete CDS",NG_048996.1,962,False,False
blaCTX-M,,"Escherichia coli 1126619 unknown blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-170, complete CDS",NG_048956.1,876,False,False
blaCTX-M,,"Proteus mirabilis K-28 unknown blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-136, complete CDS",NG_048926.1,1033,False,False
blaCTX-M,,"Escherichia coli RD142 unknown blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-117, complete CDS",NG_048912.1,1076,False,False
blaCTX-M,,"Escherichia coli strain PNUSAE223156, whole genome shotgun sequencing project",ACCQEI000000000.1,345,False,False
blaCTX-M,,"Escherichia coli strain GDS21D223 GDS21D223_1.clean_(paired)_contig_3, whole genome shotgun sequence",NZ_JAOTIH010000003.1,191547,False,False
blaCTX-M,,"Klebsiella pneumoniae isolate 2026LN-00041/2026, whole genome shotgun sequencing project",ACCPOI000000000.1,79,False,False
blaCTX-M,,"TPA_asm: Escherichia coli isolate ESBLEC546, whole genome shotgun sequencing project",DBMYWI000000000.1,105,False,False
blaCTX-M,,"TPA_asm: Escherichia coli isolate ESBLEC508, whole genome shotgun sequencing project",DBMYVS000000000.1,161,False,False
blaCTX-M,,"TPA_asm: Escherichia coli isolate ESBLEC053-P, whole genome shotgun sequencing project",DBMYUY000000000.1,140,False,False
blaCTX-M,,"TPA_asm: Escherichia coli isolate ESBLEC361, whole genome shotgun sequencing project",DBMYQF000000000.1,119,False,False
blaCTX-M,,"TPA_asm: Escherichia coli isolate INT_CRE_1503, whole genome shotgun sequencing project",DBMYER000000000.1,142,False,False
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae isolate INT_CRE_360, whole genome shotgun sequencing project",DBMXSA000000000.1,101,False,False
blaCTX-M,,"TPA_asm: Klebsiella michiganensis isolate INT_CRE_675, whole genome shotgun sequencing project",DBMXNZ000000000.1,127,False,False
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae isolate INT_CRE_425, whole genome shotgun sequencing project",DBMXMG000000000.1,145,False,False
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae isolate INT_CRE_418, whole genome shotgun sequencing project",DBMXMA000000000.1,106,False,False
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae isolate INT_CRE_963, whole genome shotgun sequencing project",DBMXKJ000000000.1,92,False,False
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae isolate INT_CRE_888, whole genome shotgun sequencing project",DBMXKA000000000.1,123,False,False
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae isolate INT_CRE_939, whole genome shotgun sequencing project",DBMXEP000000000.1,114,False,False
blaCTX-M,,"Escherichia coli isolate 2026DU-00101, whole genome shotgun sequencing project",ACCYPR000000000.1,158,False,True
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae strain uvzsr-PT_26_00018-C08-AR_26_00001606, whole genome shotgun sequencing project",DBNFKP000000000.1,230,False,True
blaCTX-M,,"Escherichia coli isolate 2026BB-00076, whole genome shotgun sequencing project",ACCXUF000000000.1,104,False,True
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae isolate INT_CRE_305, whole genome shotgun sequencing project",DBNEVZ000000000.1,129,False,True
blaCTX-M,,"Shigella sonnei strain 01916879, whole genome shotgun sequencing project",ACCXFB000000000.1,451,False,True
blaCTX-M,,"Klebsiella pneumoniae strain 2026HL-01192 isolate IDR2600015825-01-00, whole genome shotgun sequencing project",ACCWWY000000000.1,201,False,True
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae strain CRE091, whole genome shotgun sequencing project",DBNDST000000000.1,135,False,True
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae strain CRE187, whole genome shotgun sequencing project",DBNDRP000000000.1,158,False,True
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae strain CRE164, whole genome shotgun sequencing project",DBNDQQ000000000.1,111,False,True
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae strain CRE130, whole genome shotgun sequencing project",DBNDQH000000000.1,176,False,True
blaCTX-M,,"Salmonella enterica subsp. enterica serovar Infantis strain FSIS32614886, whole genome shotgun sequencing project",ACCVQR000000000.1,60,False,True
blaCTX-M,,"Shigella flexneri strain 01663717, whole genome shotgun sequencing project",ACCUSH000000000.1,421,False,True
blaCTX-M,,"Shigella flexneri strain PNUSAE223599, whole genome shotgun sequencing project",ACCTCL000000000.1,356,False,True
blaCTX-M,,"Escherichia coli strain PNUSAE223373, whole genome shotgun sequencing project",ACCSSC000000000.1,399,False,True
blaCTX-M,,"Escherichia coli isolate 2026GH-00011, whole genome shotgun sequencing project",ACCSJD000000000.1,111,False,True
blaCTX-M,,"Shigella flexneri strain PNUSAE223338, whole genome shotgun sequencing project",ACCSJH000000000.1,374,False,True
blaCTX-M,,"Klebsiella pneumoniae strain 2026GO-00109, whole genome shotgun sequencing project",ACCRQA000000000.1,88,False,True
blaCTX-M,,"Klebsiella pneumoniae subsp. pneumoniae KP4 blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-285, complete CDS",NG_246037.1,876,False,True
blaCTX-M,,"Escherichia coli strain PNUSAE223156, whole genome shotgun sequencing project",ACCQEI000000000.1,345,False,True
blaCTX-M,,"Escherichia coli strain GDS21D223 GDS21D223_1.clean_(paired)_contig_3, whole genome shotgun sequence",NZ_JAOTIH010000003.1,191547,False,True
blaCTX-M,,"Klebsiella pneumoniae isolate 2026LN-00041/2026, whole genome shotgun sequencing project",ACCPOI000000000.1,79,False,True
blaCTX-M,,"TPA_asm: Escherichia coli isolate ESBLEC546, whole genome shotgun sequencing project",DBMYWI000000000.1,105,False,True
blaCTX-M,,"TPA_asm: Escherichia coli isolate ESBLEC508, whole genome shotgun sequencing project",DBMYVS000000000.1,161,False,True
blaCTX-M,,"TPA_asm: Escherichia coli isolate ESBLEC053-P, whole genome shotgun sequencing project",DBMYUY000000000.1,140,False,True
blaCTX-M,,"TPA_asm: Escherichia coli isolate ESBLEC361, whole genome shotgun sequencing project",DBMYQF000000000.1,119,False,True
blaCTX-M,,"TPA_asm: Escherichia coli isolate INT_CRE_1503, whole genome shotgun sequencing project",DBMYER000000000.1,142,False,True
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae isolate INT_CRE_360, whole genome shotgun sequencing project",DBMXSA000000000.1,101,False,True
blaCTX-M,,"TPA_asm: Klebsiella michiganensis isolate INT_CRE_675, whole genome shotgun sequencing project",DBMXNZ000000000.1,127,False,True
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae isolate INT_CRE_425, whole genome shotgun sequencing project",DBMXMG000000000.1,145,False,True
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae isolate INT_CRE_418, whole genome shotgun sequencing project",DBMXMA000000000.1,106,False,True
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae isolate INT_CRE_963, whole genome shotgun sequencing project",DBMXKJ000000000.1,92,False,True
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae isolate INT_CRE_888, whole genome shotgun sequencing project",DBMXKA000000000.1,123,False,True
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae isolate INT_CRE_939, whole genome shotgun sequencing project",DBMXEP000000000.1,114,False,True
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae isolate INT_CRE_924, whole genome shotgun sequencing project",DBMXDT000000000.1,95,False,True
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae isolate INT_CRE_649, whole genome shotgun sequencing project",DBMXAJ000000000.1,144,False,True
blaCTX-M,,"Citrobacter freundii strain 23-M-JX-74 NODE_30_length_69103_cov_198.326746, whole genome shotgun sequence",NZ_JAWICE010000030.1,69103,False,True
blaCTX-M,,"Salmonella enterica subsp. enterica serovar Infantis strain FSIS32614749, whole genome shotgun sequencing project",ACCOUA000000000.1,74,False,True
blaCTX-M,,"Shigella flexneri strain PNUSAE222924, whole genome shotgun sequencing project",ACCOPM000000000.1,346,False,True
blaCTX-M,,"Shigella sonnei strain PNUSAE222774, whole genome shotgun sequencing project",ACCMYF000000000.1,416,False,True
blaCTX-M,,"Klebsiella pneumoniae isolate 2026ZN-00247, whole genome shotgun sequencing project",ACCMJW000000000.1,75,False,True
blaCTX-M,,"Shigella flexneri strain PNUSAE222571, whole genome shotgun sequencing project",ACCLTM000000000.1,355,False,True
blaCTX-M,,"Shigella flexneri strain PNUSAE210975, whole genome shotgun sequencing project",ABZGSM000000000.2,354,False,True
blaCTX-M,,"Escherichia coli 23CRST002 DNA, sequence2, whole genome shotgun sequence",BAAJNV010000002.1,122943,False,True
blaCTX-M,,"Escherichia coli 23CRST051 plasmid pCRST051 DNA, complete sequence",AP045827.1,127637,False,True
blaCTX-M,,"Escherichia coli 23CRST042 plasmid pCRST042 DNA, complete sequence",AP045813.1,174130,False,True
blaCTX-M,,"Escherichia coli 23CRST021 plasmid pCRST021_1 DNA, complete sequence",AP045778.1,122974,False,True
blaCTX-M,,"Escherichia coli 23CRST013 plasmid pCRST013 DNA, complete sequence",AP045774.1,129748,False,True
blaCTX-M,,"Escherichia coli 23CRST009 plasmid pCRST009 DNA, complete sequence",AP045767.1,125463,False,True
blaCTX-M,,"Escherichia coli 23CRST004 plasmid pCRST004 DNA, complete sequence",AP045763.1,122900,False,True
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae strain Enterobacteriaceae isolate Case, whole genome shotgun sequencing project",DBMTLV000000000.1,95,False,True
blaCTX-M,,"Escherichia coli strain 220510152873 IFMNIOFM_72, whole genome shotgun sequence",NZ_JAQFKW010000072.1,21681,True,False
blaCTX-M,,"Escherichia coli strain 220510152903 map unlocalized plasmid pAA327 BPGHJLDJ_105_220510152919, whole genome shotgun sequence",NZ_JAQFLG010000157.1,2299,True,False
blaCTX-M,,"Escherichia coli 23-053228-01 blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-278, complete CDS",NG_243584.1,876,True,False
blaCTX-M,,"Pseudomonas aeruginosa 1876156 blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-229, complete CDS",NG_065867.1,873,True,False
blaCTX-M,,"Enterobacter kobei ICBEaBL-III-03(2) blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-224, complete CDS",NG_062241.1,1076,True,False
blaCTX-M,,"Providencia stuartii 1700431 blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-217, complete CDS",NG_057610.1,876,True,False
blaCTX-M,,"Providencia stuartii JF29 blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-75, complete CDS",NG_049027.1,876,True,False
blaCTX-M,,"Enterobacter cloacae JF216 blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-74, complete CDS",NG_049026.1,876,True,False
blaCTX-M,RIO-2,"Citrobacter amalonaticus Rio-2 pRio-2 blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-8, complete CDS",NG_049032.1,1011,True,False
blaCTX-M,,"Klebsiella pneumoniae blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-59, complete CDS",NG_049009.1,876,True,False
blaCTX-M,,"Klebsiella pneumoniae 360356 blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-141, complete CDS",NG_048930.1,884,True,False
blaCTX-M,,"Providencia rettgeri 309/05 blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-131, complete CDS",NG_048923.1,1076,True,False
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae isolate KP32, whole genome shotgun sequencing project",DAGNFW000000000.1,102,True,False
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae isolate KP37, whole genome shotgun sequencing project",DAGNFR000000000.1,136,True,False
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae isolate KP38_1, whole genome shotgun sequencing project",DAGNFO000000000.1,379,True,False
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae isolate KP08, whole genome shotgun sequencing project",DAGNGH000000000.1,256,True,False
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae isolate Klebsiella pneumoniae, whole genome shotgun sequencing project",DAGMRL000000000.1,141,True,False
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae isolate Klebsiella pneumoniae, whole genome shotgun sequencing project",DAGMRG000000000.1,139,True,False
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae isolate Klebsiella pneumoniae, whole genome shotgun sequencing project",DAGMQZ000000000.1,139,True,False
blaCTX-M,,"TPA_asm: Klebsiella pneumoniae subsp. pneumoniae strain P83 isolate P83, whole genome shotgun sequencing project",DAGCIB000000000.1,110,True,False
blaCTX-M,,"Escherichia coli strain EW126 CTX-M family beta-lactamase (blaCTX-M) gene, partial cds",OK001310.1,318,True,False
blaCTX-M,,"TPA_asm: Escherichia coli strain 3828, whole genome shotgun sequencing project",DAEUHP000000000.1,146,True,False
blaCTX-M,,"Escherichia coli strain S782 CTX-M family beta-lactamase (blaCTX-M) gene, partial cds",MZ359771.1,339,True,False
blaCTX-M,,"Escherichia coli strain S739 CTX-M family class A extended-spectrum beta-lactamase (blaCTX-M) gene, partial cds",MZ359770.1,612,True,False
blaCTX-M,,"Uncultured bacterium clone W01RJ-BO CTX-M family beta-lactamase (blaCTX-M) gene, partial cds",MW478861.1,501,True,False
blaCTX-M,,"Uncultured bacterium clone W01SP-BQ CTX-M family beta-lactamase (blaCTX-M) gene, partial cds",MW478860.1,474,True,False
blaCTX-M,,"TPA_asm: Escherichia coli strain 6276, whole genome shotgun sequencing project",DADWON000000000.1,227,True,False
blaCTX-M,,"TPA_asm: Escherichia coli strain F26.1, whole genome shotgun sequencing project",DADWOI000000000.1,136,True,False
blaCTX-M,,"TPA_asm: Escherichia coli strain 7172, whole genome shotgun sequencing project",DADGVH000000000.1,179,True,False
blaCTX-M,,"TPA_asm: Escherichia coli strain 6142, whole genome shotgun sequencing project",DADGUY000000000.1,185,True,False
blaCTX-M,,"TPA_asm: Escherichia coli strain F34.3, whole genome shotgun sequencing project",DADGUX000000000.1,131,True,False
blaCTX-M,,"TPA_asm: Escherichia coli strain 98-19, whole genome shotgun sequencing project",DADGUO000000000.1,181,True,False
blaCTX-M,,"TPA_asm: Escherichia coli strain 119.2-18, whole genome shotgun sequencing project",DADGUG000000000.1,180,True,False
blaCTX-M,,"TPA_asm: Escherichia coli strain 1829, whole genome shotgun sequencing project",DADGTC000000000.1,177,True,False
blaCTX-M,,"TPA_asm: Escherichia coli strain P38.1, whole genome shotgun sequencing project",DADGTA000000000.1,246,True,False
blaCTX-M,,"TPA_asm: Escherichia coli strain F23.5, whole genome shotgun sequencing project",DADGSR000000000.1,190,True,False
blaCTX-M,,"TPA_asm: Escherichia coli strain F40.1, whole genome shotgun sequencing project",DADGSJ000000000.1,245,True,False
blaCTX-M,,"TPA_asm: Escherichia coli strain F35.1, whole genome shotgun sequencing project",DADGSE000000000.1,170,True,False
blaCTX-M,,"Escherichia coli strain NC_CF211.1, whole genome shotgun sequencing project",AATQZA000000000.1,180,True,False
blaCTX-M,,"Escherichia coli strain NC_CF231, whole genome shotgun sequencing project",AATQYZ000000000.1,230,True,False
blaCTX-M,,"Escherichia coli strain NC_CF82, whole genome shotgun sequencing project",AATQYX000000000.1,215,True,False
blaCTX-M,,"Escherichia coli strain NC_CF221.2, whole genome shotgun sequencing project",AATQYV000000000.1,234,True,False
blaCTX-M,,"Escherichia coli strain NC_CF181, whole genome shotgun sequencing project",AATQYU000000000.1,182,True,False
blaCTX-M,,"Escherichia coli strain NC_CF61.2, whole genome shotgun sequencing project",AATQYT000000000.1,253,True,False
blaCTX-M,,"Escherichia coli strain NC_CF361, whole genome shotgun sequencing project",AATQYS000000000.1,190,True,False
blaCTX-M,,"Escherichia coli strain NC_CF211.2, whole genome shotgun sequencing project",AATQYQ000000000.1,178,True,False
blaCTX-M,,"Escherichia coli strain NC_CF221.1, whole genome shotgun sequencing project",AATQYP000000000.1,196,True,False
blaCTX-M,,"Escherichia coli strain NC_CF191, whole genome shotgun sequencing project",AATQYO000000000.1,126,True,False
blaCTX-M,,"Escherichia coli strain NC_CF83, whole genome shotgun sequencing project",AATQYN000000000.1,226,True,False
blaCTX-M,,"Escherichia coli strain NC_CF72.2, whole genome shotgun sequencing project",AATQYM000000000.1,196,True,False
blaCTX-M,,"Escherichia coli strain 220510152873 IFMNIOFM_72, whole genome shotgun sequence",NZ_JAQFKW010000072.1,21681,True,True
blaCTX-M,,"Escherichia coli strain 220510152903 map unlocalized plasmid pAA327 BPGHJLDJ_105_220510152919, whole genome shotgun sequence",NZ_JAQFLG010000157.1,2299,True,True
blaCTX-M,,"Escherichia coli 23-053228-01 blaCTX-M gene for extended-spectrum class A beta-lactamase CTX-M-278, complete CDS",NG_243584.1,876,True,True
blaOXA-48,,"Escherichia coli FUJ80155 DNA, complete genome",AP024694.1,5225914,False,False
blaOXA-48,,"Escherichia coli putative phosphoethanolamine transferase YhbX (yhbX), hypothetical protein, and GTPase Era (era) genes, complete cds; membrane protei",KT444705.1,42316,False,False
blaOXA-48,TYPE-1,"Escherichia coli hypothetical protein, antitoxin YeeU (cbeA), L-fuculose phosphate aldolase (fucA), putative glucose uptake permease, Deoxyribonucleos",KT444704.1,90492,False,False
blaVIM,,"Pseudomonas aeruginosa isolate 2026KU-00076, whole genome shotgun sequencing project",ACCTLK000000000.1,150,False,False
blaVIM,,"Pseudomonas aeruginosa strain 2026HL-01150 isolate IDR2600012893-01-02, whole genome shotgun sequencing project",ACCRUN000000000.1,449,False,False
blaVIM,,"Klebsiella oxytoca NMI1536_13 blaVIM gene for subclass B1 metallo-beta-lactamase VIM-79, complete CDS",NG_078044.1,801,False,False
blaVIM,,"Escherichia coli 957 unknown blaVIM gene for subclass B1 metallo-beta-lactamase VIM-29, complete CDS",NG_050355.1,801,False,False
blaVIM,,"Proteus mirabilis P13 unknown blaVIM gene for subclass B1 metallo-beta-lactamase VIM-25, complete CDS",NG_050351.1,991,False,False
blaVIM,,"TPA_asm: Pseudomonas aeruginosa strain P.aruginosa_PF034 isolate PF034_pae, whole genome shotgun sequencing project",DBMSPD000000000.1,187,False,False
blaVIM,,"Pseudomonas aeruginosa strain 2026HL-01074 isolate IDR2000007496-01-02, whole genome shotgun sequencing project",ACCKHY000000000.1,304,False,False
blaVIM,,"Pseudomonas aeruginosa strain 2026HL-01073 isolate IDR2000007491-01-08, whole genome shotgun sequencing project",ACCKHU000000000.1,198,False,False
blaVIM,,"Pseudomonas aeruginosa strain 2026HL-01072 isolate IDR2000007484-01-02, whole genome shotgun sequencing project",ACCKHN000000000.1,309,False,False
blaVIM,,"Pseudomonas aeruginosa strain 2026HL-01071 isolate IDR2000007293-01-00, whole genome shotgun sequencing project",ACCKHH000000000.1,305,False,False
blaVIM,,"Pseudomonas aeruginosa strain 2026HL-01070 isolate IDR1900063360-01-00, whole genome shotgun sequencing project",ACCKHG000000000.1,257,False,False
blaVIM,,"Pseudomonas aeruginosa strain 2026HL-01023 isolate IDR2500092137-01-00, whole genome shotgun sequencing project",ACCBPS000000000.1,296,False,False
blaVIM,,"Pseudomonas aeruginosa strain 2025GO-00584, whole genome shotgun sequencing project",ACBPDR000000000.1,132,False,False
blaVIM,,"Pseudomonas aeruginosa isolate 2025DK-00408, whole genome shotgun sequencing project",ACBOLH000000000.1,132,False,False
blaVIM,,"Klebsiella variicola subsp. variicola O117D2 blaVIM gene for subclass B1 metallo-beta-lactamase VIM-96, complete CDS",NG_245843.1,801,False,False
blaVIM,,"Pseudomonas aeruginosa strain 2025HL-00820 isolate IDR2500076192-01-00, whole genome shotgun sequencing project",ACBIDD000000000.1,248,False,False
